asin,week_start_date,weekly_salesrank,解像度,サイズ,価格,ズーム性能,カテゴリ
B01ALAZOOK,2025/1/5,15649,16,20,24,26,79
B01ALAZOOK,2025/1/12,22849,15,19,23,28,83
B01ALAZOOK,2025/1/19,15575,15,18,22,27,81
B01ALAZOOK,2025/1/26,35903,15,18,21,26,82
B01ALAZOOK,2025/2/2,19907,15,17,24,26,83
B01ALAZOOK,2025/2/9,15656,16,19,25,27,81
B01ALAZOOK,2025/2/16,8817,15,21,26,30,87
B01ALAZOOK,2025/2/23,21509,16,22,26,27,91
B01ALAZOOK,2025/3/2,25435,17,18,25,28,89
B01ALAZOOK,2025/3/9,12092,16,19,23,26,89
B01ALAZOOK,2025/3/16,25079,18,21,27,29,89
B01ALAZOOK,2025/3/23,28796,16,20,26,27,86
B01ALAZOOK,2025/3/30,21578,15,19,25,25,84
B01ALAZOOK,2025/4/6,24751,16,21,22,28,87
B01ALAZOOK,2025/4/13,20397,18,17,24,26,83
B01ALAZOOK,2025/4/20,43223,15,16,23,24,83
B01ALAZOOK,2025/4/27,17946,17,22,25,23,90
B01ALAZOOK,2025/5/4,15144,16,21,23,25,91
B01ALAZOOK,2025/5/11,51543,17,20,25,27,86
B01ALAZOOK,2025/5/18,20896,17,18,24,25,85
B01ALAZOOK,2025/5/25,43457,18,18,24,24,89
B01ALAZOOK,2025/6/1,64593,15,18,22,26,81
B01ALAZOOK,2025/6/8,68666,16,17,22,26,79
B01ALAZOOK,2025/6/15,45530,15,16,20,26,76
B01ALAZOOK,2025/6/22,45910,15,16,22,24,72
B01ALAZOOK,2025/6/29,25571,16,15,20,24,74
B01ALAZOOK,2025/7/6,39409,15,16,22,24,73
B01ALAZOOK,2025/7/13,42246,16,16,21,24,72
B01ALAZOOK,2025/7/20,29862,15,15,22,24,76
B01ALAZOOK,2025/7/27,24510,14,14,20,24,71
B01ALAZOOK,2025/8/3,30098,16,15,20,23,79
B01ALAZOOK,2025/8/10,25617,17,15,21,22,76
B01ALAZOOK,2025/8/17,38479,17,17,24,24,85
B01ALAZOOK,2025/8/24,38363,17,17,21,24,83
B01ALAZOOK,2025/8/31,66766,17,18,21,24,84
B01ALAZOOK,2025/9/7,67166,17,29,29,30,85
B01ALAZOOK,2025/9/14,29011,16,27,27,26,81
B01ALAZOOK,2025/9/21,28938,16,22,24,25,81
B01ALAZOOK,2025/9/28,35663,16,22,24,27,83
B01ALAZOOK,2025/10/5,26352,16,23,23,27,82
B01ALAZOOK,2025/10/12,18936,16,21,22,24,86
B01ALAZOOK,2025/10/19,19822,15,21,24,25,77
B01ALAZOOK,2025/10/26,16844,15,18,22,25,75
B01ALAZOOK,2025/11/2,20986,14,20,22,26,77
B01ALAZOOK,2025/11/9,14532,14,19,23,25,75
B01ALAZOOK,2025/11/16,17062,15,18,23,26,76
B01ALAZOOK,2025/11/23,21186,16,21,24,25,83
B01ALAZOOK,2025/11/30,20983,16,17,23,26,79
B01ALAZOOK,2025/12/7,23862,17,17,23,24,83
B01ALAZOOK,2025/12/14,23085,16,16,23,25,81
B01ALAZOOK,2025/12/21,21145,14,15,21,22,84
B01ALAZOOK,2025/12/28,21952,15,18,23,21,81
