asin,week_start_date,weekly_salesrank
B0BD3GJGLF,2023-01-01,363
B0BD3GJGLF,2023-01-08,577
B0BD3GJGLF,2023-01-15,408
B0BD3GJGLF,2023-01-22,290
B0BD3GJGLF,2023-01-29,233
B0BD3GJGLF,2023-02-05,197
B0BD3GJGLF,2023-02-12,215
B0BD3GJGLF,2023-02-19,234
B0BD3GJGLF,2023-02-26,156
B0BD3GJGLF,2023-03-05,101
B0BD3GJGLF,2023-03-12,238
B0BD3GJGLF,2023-03-19,225
B0BD3GJGLF,2023-03-26,172
B0BD3GJGLF,2023-04-02,160
B0BD3GJGLF,2023-04-09,167
B0BD3GJGLF,2023-04-16,203
B0BD3GJGLF,2023-04-23,153
B0BD3GJGLF,2023-04-30,207
B0BD3GJGLF,2023-05-07,112
B0BD3GJGLF,2023-05-14,395
B0BD3GJGLF,2023-05-21,208
B0BD3GJGLF,2023-05-28,195
B0BD3GJGLF,2023-06-04,172
B0BD3GJGLF,2023-06-11,163
B0BD3GJGLF,2023-06-18,127
B0BD3GJGLF,2023-06-25,215
B0BD3GJGLF,2023-07-02,162
B0BD3GJGLF,2023-07-09,82
B0BD3GJGLF,2023-07-16,69
B0BD3GJGLF,2023-07-23,93
B0BD3GJGLF,2023-07-30,66
B0BD3GJGLF,2023-08-06,45
B0BD3GJGLF,2023-08-13,45
B0BD3GJGLF,2023-08-20,63
B0BD3GJGLF,2023-08-27,48
B0BD3GJGLF,2023-09-03,56
B0BD3GJGLF,2023-09-10,44
B0BD3GJGLF,2023-09-17,34
B0BD3GJGLF,2023-09-24,44
B0BD3GJGLF,2023-10-01,32
B0BD3GJGLF,2023-10-08,14
B0BD3GJGLF,2023-10-15,11
B0BD3GJGLF,2023-10-22,16
B0BD3GJGLF,2023-10-29,14
B0BD3GJGLF,2023-11-05,15
B0BD3GJGLF,2023-11-12,40
B0BD3GJGLF,2023-11-19,18
B0BD3GJGLF,2023-11-26,15
B0BD3GJGLF,2023-12-03,24
B0BD3GJGLF,2023-12-10,26
B0BD3GJGLF,2023-12-17,44
B0BD3GJGLF,2023-12-24,46
B0BD3GJGLF,2023-12-31,32
B0BD3GJGLF,2024-01-07,60
B0BD3GJGLF,2024-01-14,32
B0BD3GJGLF,2024-01-21,28
B0BD3GJGLF,2024-01-28,36
B0BD3GJGLF,2024-02-04,33
B0BD3GJGLF,2024-02-11,40
B0BD3GJGLF,2024-02-18,43
B0BD3GJGLF,2024-02-25,20
B0BD3GJGLF,2024-03-03,21
B0BD3GJGLF,2024-03-10,27
B0BD3GJGLF,2024-03-17,30
B0BD3GJGLF,2024-03-24,36
B0BD3GJGLF,2024-03-31,31
B0BD3GJGLF,2024-04-07,23
B0BD3GJGLF,2024-04-14,24
B0BD3GJGLF,2024-04-21,24
B0BD3GJGLF,2024-04-28,40
B0BD3GJGLF,2024-05-05,31
B0BD3GJGLF,2024-05-12,34
B0BD3GJGLF,2024-05-19,43
B0BD3GJGLF,2024-05-26,50
B0BD3GJGLF,2024-06-02,59
B0BD3GJGLF,2024-06-09,55
B0BD3GJGLF,2024-06-16,53
B0BD3GJGLF,2024-06-23,42
B0BD3GJGLF,2024-06-30,65
B0BD3GJGLF,2024-07-07,66
B0BD3GJGLF,2024-07-14,69
B0BD3GJGLF,2024-07-21,34
B0BD3GJGLF,2024-07-28,40
B0BD3GJGLF,2024-08-04,36
B0BD3GJGLF,2024-08-11,55
B0BD3GJGLF,2024-08-18,45
B0BD3GJGLF,2024-08-25,33
B0BD3GJGLF,2024-09-01,42
B0BD3GJGLF,2024-09-08,49
B0BD3GJGLF,2024-09-15,148
B0BD3GJGLF,2024-09-22,200
B0BD3GJGLF,2024-09-29,204
B0BD3GJGLF,2024-10-06,199
B0BD3GJGLF,2024-10-13,283
B0BD3GJGLF,2024-10-20,303
B0BD3GJGLF,2024-10-27,250
B0BD3GJGLF,2024-11-03,282
B0BD3GJGLF,2024-11-10,409
B0BD3GJGLF,2024-11-17,387
B0BD3GJGLF,2024-11-24,749
B0BD3GJGLF,2024-12-01,660
B0BD3GJGLF,2024-12-08,436
B0BD3GJGLF,2024-12-15,523
B0BD3GJGLF,2024-12-22,506
B0BD3GJGLF,2024-12-29,561
B0BD3GJGLF,2025-01-05,608
B0BD3GJGLF,2025-01-12,581
B0BD3GJGLF,2025-01-19,569
B0BD3GJGLF,2025-01-26,445
B0BD3GJGLF,2025-02-02,358
B0BD3GJGLF,2025-02-09,754
B0BD3GJGLF,2025-02-16,459
B0BD3GJGLF,2025-02-23,945
B0BD3GJGLF,2025-03-02,599
B0BD3GJGLF,2025-03-09,550
B0BD3GJGLF,2025-03-16,509
B0BD3GJGLF,2025-03-23,751
B0BD3GJGLF,2025-03-30,757
B0BD3GJGLF,2025-04-06,990
B0BD3GJGLF,2025-04-13,705
B0BD3GJGLF,2025-04-20,906
B0BD3GJGLF,2025-04-27,1194
B0BD3GJGLF,2025-05-04,642
B0BD3GJGLF,2025-05-11,638
B0BD3GJGLF,2025-05-18,632
B0BD3GJGLF,2025-05-25,581
B0BD3GJGLF,2025-06-01,628
B0BD3GJGLF,2025-06-08,751
B0BD3GJGLF,2025-06-15,510
B0BD3GJGLF,2025-06-22,754
B0BD3GJGLF,2025-06-29,570
B0BD3GJGLF,2025-07-06,585
B0BD3GJGLF,2025-07-13,749
B0BD3GJGLF,2025-07-20,694
B0BD3GJGLF,2025-07-27,924
B0BD3GJGLF,2025-08-03,931
B0BD3GJGLF,2025-08-10,1065
B0BD3GJGLF,2025-08-17,923
B0BD3GJGLF,2025-08-24,833
B0BD3GJGLF,2025-08-31,1039
B0BD3GJGLF,2025-09-07,1210
B0BD3GJGLF,2025-09-14,1171
B0BD3GJGLF,2025-09-21,1236
B0BD3GJGLF,2025-09-28,989
B0BD3GJGLF,2025-10-05,1161
B0BD3GJGLF,2025-10-12,1329
B0BD3GJGLF,2025-10-19,752
B0BD3GJGLF,2025-10-26,1347
B0BD3GJGLF,2025-11-02,1381
B0BD3GJGLF,2025-11-09,1059
B0BD3GJGLF,2025-11-16,1374
B0BD3GJGLF,2025-11-23,1788
B0BD3GJGLF,2025-11-30,1795
B0BD3GJGLF,2025-12-07,1797
B0BD3GJGLF,2025-12-14,1485
B0BD3GJGLF,2025-12-21,1832
B0BD3GJGLF,2025-12-28,1748
