asin,week_start_date,weekly_salesrank
B08T1DM8KQ,2023-01-01,54
B08T1DM8KQ,2023-01-08,44
B08T1DM8KQ,2023-01-15,34
B08T1DM8KQ,2023-01-22,22
B08T1DM8KQ,2023-01-29,19
B08T1DM8KQ,2023-02-05,25
B08T1DM8KQ,2023-02-12,22
B08T1DM8KQ,2023-02-19,27
B08T1DM8KQ,2023-02-26,20
B08T1DM8KQ,2023-03-05,25
B08T1DM8KQ,2023-03-12,24
B08T1DM8KQ,2023-03-19,22
B08T1DM8KQ,2023-03-26,11
B08T1DM8KQ,2023-04-02,15
B08T1DM8KQ,2023-04-09,23
B08T1DM8KQ,2023-04-16,27
B08T1DM8KQ,2023-04-23,28
B08T1DM8KQ,2023-04-30,22
B08T1DM8KQ,2023-05-07,31
B08T1DM8KQ,2023-05-14,60
B08T1DM8KQ,2023-05-21,39
B08T1DM8KQ,2023-05-28,20
B08T1DM8KQ,2023-06-04,25
B08T1DM8KQ,2023-06-11,46
B08T1DM8KQ,2023-06-18,56
B08T1DM8KQ,2023-06-25,32
B08T1DM8KQ,2023-07-02,31
B08T1DM8KQ,2023-07-09,50
B08T1DM8KQ,2023-07-16,45
B08T1DM8KQ,2023-07-23,38
B08T1DM8KQ,2023-07-30,41
B08T1DM8KQ,2023-08-06,37
B08T1DM8KQ,2023-08-13,34
B08T1DM8KQ,2023-08-20,35
B08T1DM8KQ,2023-08-27,35
B08T1DM8KQ,2023-09-03,40
B08T1DM8KQ,2023-09-10,26
B08T1DM8KQ,2023-09-17,27
B08T1DM8KQ,2023-09-24,51
B08T1DM8KQ,2023-10-01,62
B08T1DM8KQ,2023-10-08,45
B08T1DM8KQ,2023-10-15,36
B08T1DM8KQ,2023-10-22,21
B08T1DM8KQ,2023-10-29,28
B08T1DM8KQ,2023-11-05,76
B08T1DM8KQ,2023-11-12,74
B08T1DM8KQ,2023-11-19,39
B08T1DM8KQ,2023-11-26,33
B08T1DM8KQ,2023-12-03,31
B08T1DM8KQ,2023-12-10,27
B08T1DM8KQ,2023-12-17,31
B08T1DM8KQ,2023-12-24,30
B08T1DM8KQ,2023-12-31,42
B08T1DM8KQ,2024-01-07,27
B08T1DM8KQ,2024-01-14,13
B08T1DM8KQ,2024-01-21,17
B08T1DM8KQ,2024-01-28,19
B08T1DM8KQ,2024-02-04,17
B08T1DM8KQ,2024-02-11,17
B08T1DM8KQ,2024-02-18,19
B08T1DM8KQ,2024-02-25,20
B08T1DM8KQ,2024-03-03,83
B08T1DM8KQ,2024-03-10,48
B08T1DM8KQ,2024-03-17,28
B08T1DM8KQ,2024-03-24,22
B08T1DM8KQ,2024-03-31,21
B08T1DM8KQ,2024-04-07,27
B08T1DM8KQ,2024-04-14,26
B08T1DM8KQ,2024-04-21,33
B08T1DM8KQ,2024-04-28,34
B08T1DM8KQ,2024-05-05,38
B08T1DM8KQ,2024-05-12,35
B08T1DM8KQ,2024-05-19,52
B08T1DM8KQ,2024-05-26,23
B08T1DM8KQ,2024-06-02,29
B08T1DM8KQ,2024-06-09,38
B08T1DM8KQ,2024-06-16,29
B08T1DM8KQ,2024-06-23,35
B08T1DM8KQ,2024-06-30,38
B08T1DM8KQ,2024-07-07,42
B08T1DM8KQ,2024-07-14,44
B08T1DM8KQ,2024-07-21,48
B08T1DM8KQ,2024-07-28,39
B08T1DM8KQ,2024-08-04,78
B08T1DM8KQ,2024-08-11,48
B08T1DM8KQ,2024-08-18,37
B08T1DM8KQ,2024-08-25,35
B08T1DM8KQ,2024-09-01,46
B08T1DM8KQ,2024-09-08,40
B08T1DM8KQ,2024-09-15,39
B08T1DM8KQ,2024-09-22,32
B08T1DM8KQ,2024-09-29,45
B08T1DM8KQ,2024-10-06,35
B08T1DM8KQ,2024-10-13,34
B08T1DM8KQ,2024-10-20,27
B08T1DM8KQ,2024-10-27,31
B08T1DM8KQ,2024-11-03,35
B08T1DM8KQ,2024-11-10,22
B08T1DM8KQ,2024-11-17,33
B08T1DM8KQ,2024-11-24,20
B08T1DM8KQ,2024-12-01,41
B08T1DM8KQ,2024-12-08,51
B08T1DM8KQ,2024-12-15,30
B08T1DM8KQ,2024-12-22,56
B08T1DM8KQ,2024-12-29,350
B08T1DM8KQ,2025-01-05,62
B08T1DM8KQ,2025-01-12,38
B08T1DM8KQ,2025-01-19,25
B08T1DM8KQ,2025-01-26,31
B08T1DM8KQ,2025-02-02,21
B08T1DM8KQ,2025-02-09,58
B08T1DM8KQ,2025-02-16,39
B08T1DM8KQ,2025-02-23,63
B08T1DM8KQ,2025-03-02,56
B08T1DM8KQ,2025-03-09,38
B08T1DM8KQ,2025-03-16,38
B08T1DM8KQ,2025-03-23,23
B08T1DM8KQ,2025-03-30,29
B08T1DM8KQ,2025-04-06,66
B08T1DM8KQ,2025-04-13,50
B08T1DM8KQ,2025-04-20,69
B08T1DM8KQ,2025-04-27,41
B08T1DM8KQ,2025-05-04,49
B08T1DM8KQ,2025-05-11,84
B08T1DM8KQ,2025-05-18,82
B08T1DM8KQ,2025-05-25,70
B08T1DM8KQ,2025-06-01,72
B08T1DM8KQ,2025-06-08,95
B08T1DM8KQ,2025-06-15,95
B08T1DM8KQ,2025-06-22,94
B08T1DM8KQ,2025-06-29,75
B08T1DM8KQ,2025-07-06,75
B08T1DM8KQ,2025-07-13,112
B08T1DM8KQ,2025-07-20,84
B08T1DM8KQ,2025-07-27,85
B08T1DM8KQ,2025-08-03,111
B08T1DM8KQ,2025-08-10,116
B08T1DM8KQ,2025-08-17,132
B08T1DM8KQ,2025-08-24,104
B08T1DM8KQ,2025-08-31,105
B08T1DM8KQ,2025-09-07,102
B08T1DM8KQ,2025-09-14,99
B08T1DM8KQ,2025-09-21,66
B08T1DM8KQ,2025-09-28,69
B08T1DM8KQ,2025-10-05,89
B08T1DM8KQ,2025-10-12,123
B08T1DM8KQ,2025-10-19,99
B08T1DM8KQ,2025-10-26,59
B08T1DM8KQ,2025-11-02,55
B08T1DM8KQ,2025-11-09,96
B08T1DM8KQ,2025-11-16,124
B08T1DM8KQ,2025-11-23,108
B08T1DM8KQ,2025-11-30,92
B08T1DM8KQ,2025-12-07,93
B08T1DM8KQ,2025-12-14,107
B08T1DM8KQ,2025-12-21,112
B08T1DM8KQ,2025-12-28,213
