asin,date,daily_salesrank
B0BLMJJ9TV,2023-01-01,31
B0BLMJJ9TV,2023-01-02,29
B0BLMJJ9TV,2023-01-03,38
B0BLMJJ9TV,2023-01-04,48
B0BLMJJ9TV,2023-01-05,52
B0BLMJJ9TV,2023-01-06,51
B0BLMJJ9TV,2023-01-07,54
B0BLMJJ9TV,2023-01-08,60
B0BLMJJ9TV,2023-01-09,59
B0BLMJJ9TV,2023-01-10,62
B0BLMJJ9TV,2023-01-11,60
B0BLMJJ9TV,2023-01-12,48
B0BLMJJ9TV,2023-01-13,50
B0BLMJJ9TV,2023-01-14,37
B0BLMJJ9TV,2023-01-15,25
B0BLMJJ9TV,2023-01-16,25
B0BLMJJ9TV,2023-01-17,19
B0BLMJJ9TV,2023-01-18,16
B0BLMJJ9TV,2023-01-19,14
B0BLMJJ9TV,2023-01-20,6
B0BLMJJ9TV,2023-01-21,4
B0BLMJJ9TV,2023-01-22,4
B0BLMJJ9TV,2023-01-23,
B0BLMJJ9TV,2023-01-24,4
B0BLMJJ9TV,2023-01-25,
B0BLMJJ9TV,2023-01-26,7
B0BLMJJ9TV,2023-01-27,7
B0BLMJJ9TV,2023-01-28,5
B0BLMJJ9TV,2023-01-29,6
B0BLMJJ9TV,2023-01-30,8
B0BLMJJ9TV,2023-01-31,5
B0BLMJJ9TV,2023-02-01,5
B0BLMJJ9TV,2023-02-02,9
B0BLMJJ9TV,2023-02-03,6
B0BLMJJ9TV,2023-02-04,
B0BLMJJ9TV,2023-02-05,7
B0BLMJJ9TV,2023-02-06,10
B0BLMJJ9TV,2023-02-07,11
B0BLMJJ9TV,2023-02-08,13
B0BLMJJ9TV,2023-02-09,10
B0BLMJJ9TV,2023-02-10,13
B0BLMJJ9TV,2023-02-11,13
B0BLMJJ9TV,2023-02-12,16
B0BLMJJ9TV,2023-02-13,19
B0BLMJJ9TV,2023-02-14,16
B0BLMJJ9TV,2023-02-15,18
B0BLMJJ9TV,2023-02-16,14
B0BLMJJ9TV,2023-02-17,14
B0BLMJJ9TV,2023-02-18,13
B0BLMJJ9TV,2023-02-19,15
B0BLMJJ9TV,2023-02-20,24
B0BLMJJ9TV,2023-02-21,18
B0BLMJJ9TV,2023-02-22,13
B0BLMJJ9TV,2023-02-23,15
B0BLMJJ9TV,2023-02-24,14
B0BLMJJ9TV,2023-02-25,10
B0BLMJJ9TV,2023-02-26,10
B0BLMJJ9TV,2023-02-27,11
B0BLMJJ9TV,2023-02-28,6
B0BLMJJ9TV,2023-03-01,4
B0BLMJJ9TV,2023-03-02,4
B0BLMJJ9TV,2023-03-03,7
B0BLMJJ9TV,2023-03-04,11
B0BLMJJ9TV,2023-03-05,11
B0BLMJJ9TV,2023-03-06,11
B0BLMJJ9TV,2023-03-07,11
B0BLMJJ9TV,2023-03-08,10
B0BLMJJ9TV,2023-03-09,9
B0BLMJJ9TV,2023-03-10,8
B0BLMJJ9TV,2023-03-11,12
B0BLMJJ9TV,2023-03-12,11
B0BLMJJ9TV,2023-03-13,12
B0BLMJJ9TV,2023-03-14,10
B0BLMJJ9TV,2023-03-15,8
B0BLMJJ9TV,2023-03-16,8
B0BLMJJ9TV,2023-03-17,8
B0BLMJJ9TV,2023-03-18,8
B0BLMJJ9TV,2023-03-19,7
B0BLMJJ9TV,2023-03-20,6
B0BLMJJ9TV,2023-03-21,7
B0BLMJJ9TV,2023-03-22,5
B0BLMJJ9TV,2023-03-23,4
B0BLMJJ9TV,2023-03-24,5
B0BLMJJ9TV,2023-03-25,8
B0BLMJJ9TV,2023-03-26,9
B0BLMJJ9TV,2023-03-27,15
B0BLMJJ9TV,2023-03-28,9
B0BLMJJ9TV,2023-03-29,9
B0BLMJJ9TV,2023-03-30,10
B0BLMJJ9TV,2023-03-31,9
B0BLMJJ9TV,2023-04-01,10
B0BLMJJ9TV,2023-04-02,13
B0BLMJJ9TV,2023-04-03,14
B0BLMJJ9TV,2023-04-04,12
B0BLMJJ9TV,2023-04-05,13
B0BLMJJ9TV,2023-04-06,13
B0BLMJJ9TV,2023-04-07,9
B0BLMJJ9TV,2023-04-08,10
B0BLMJJ9TV,2023-04-09,13
B0BLMJJ9TV,2023-04-10,12
B0BLMJJ9TV,2023-04-11,12
B0BLMJJ9TV,2023-04-12,14
B0BLMJJ9TV,2023-04-13,18
B0BLMJJ9TV,2023-04-14,10
B0BLMJJ9TV,2023-04-15,11
B0BLMJJ9TV,2023-04-16,11
B0BLMJJ9TV,2023-04-17,11
B0BLMJJ9TV,2023-04-18,9
B0BLMJJ9TV,2023-04-19,8
B0BLMJJ9TV,2023-04-20,10
B0BLMJJ9TV,2023-04-21,7
B0BLMJJ9TV,2023-04-22,7
B0BLMJJ9TV,2023-04-23,19
B0BLMJJ9TV,2023-04-24,26
B0BLMJJ9TV,2023-04-25,26
B0BLMJJ9TV,2023-04-26,25
B0BLMJJ9TV,2023-04-27,22
B0BLMJJ9TV,2023-04-28,22
B0BLMJJ9TV,2023-04-29,19
B0BLMJJ9TV,2023-04-30,26
B0BLMJJ9TV,2023-05-01,13
B0BLMJJ9TV,2023-05-02,14
B0BLMJJ9TV,2023-05-03,15
B0BLMJJ9TV,2023-05-04,15
B0BLMJJ9TV,2023-05-05,24
B0BLMJJ9TV,2023-05-06,29
B0BLMJJ9TV,2023-05-07,25
B0BLMJJ9TV,2023-05-08,13
B0BLMJJ9TV,2023-05-09,17
B0BLMJJ9TV,2023-05-10,15
B0BLMJJ9TV,2023-05-11,23
B0BLMJJ9TV,2023-05-12,22
B0BLMJJ9TV,2023-05-13,22
B0BLMJJ9TV,2023-05-14,13
B0BLMJJ9TV,2023-05-15,22
B0BLMJJ9TV,2023-05-16,10
B0BLMJJ9TV,2023-05-17,11
B0BLMJJ9TV,2023-05-18,7
B0BLMJJ9TV,2023-05-19,8
B0BLMJJ9TV,2023-05-20,7
B0BLMJJ9TV,2023-05-21,10
B0BLMJJ9TV,2023-05-22,12
B0BLMJJ9TV,2023-05-23,11
B0BLMJJ9TV,2023-05-24,10
B0BLMJJ9TV,2023-05-25,12
B0BLMJJ9TV,2023-05-26,10
B0BLMJJ9TV,2023-05-27,13
B0BLMJJ9TV,2023-05-28,22
B0BLMJJ9TV,2023-05-29,22
B0BLMJJ9TV,2023-05-30,24
B0BLMJJ9TV,2023-05-31,24
B0BLMJJ9TV,2023-06-01,17
B0BLMJJ9TV,2023-06-02,8
B0BLMJJ9TV,2023-06-03,8
B0BLMJJ9TV,2023-06-04,10
B0BLMJJ9TV,2023-06-05,9
B0BLMJJ9TV,2023-06-06,11
B0BLMJJ9TV,2023-06-07,13
B0BLMJJ9TV,2023-06-08,12
B0BLMJJ9TV,2023-06-09,9
B0BLMJJ9TV,2023-06-10,8
B0BLMJJ9TV,2023-06-11,8
B0BLMJJ9TV,2023-06-12,7
B0BLMJJ9TV,2023-06-13,9
B0BLMJJ9TV,2023-06-14,10
B0BLMJJ9TV,2023-06-15,
B0BLMJJ9TV,2023-06-16,
B0BLMJJ9TV,2023-06-17,9
B0BLMJJ9TV,2023-06-18,11
B0BLMJJ9TV,2023-06-19,12
B0BLMJJ9TV,2023-06-20,9
B0BLMJJ9TV,2023-06-21,12
B0BLMJJ9TV,2023-06-22,13
B0BLMJJ9TV,2023-06-23,12
B0BLMJJ9TV,2023-06-24,14
B0BLMJJ9TV,2023-06-25,14
B0BLMJJ9TV,2023-06-26,24
B0BLMJJ9TV,2023-06-27,19
B0BLMJJ9TV,2023-06-28,20
B0BLMJJ9TV,2023-06-29,20
B0BLMJJ9TV,2023-06-30,21
B0BLMJJ9TV,2023-07-01,20
B0BLMJJ9TV,2023-07-02,26
B0BLMJJ9TV,2023-07-03,30
B0BLMJJ9TV,2023-07-04,35
B0BLMJJ9TV,2023-07-05,31
B0BLMJJ9TV,2023-07-06,40
B0BLMJJ9TV,2023-07-07,34
B0BLMJJ9TV,2023-07-08,31
B0BLMJJ9TV,2023-07-09,25
B0BLMJJ9TV,2023-07-10,28
B0BLMJJ9TV,2023-07-11,19
B0BLMJJ9TV,2023-07-12,23
B0BLMJJ9TV,2023-07-13,20
B0BLMJJ9TV,2023-07-14,19
B0BLMJJ9TV,2023-07-15,26
B0BLMJJ9TV,2023-07-16,26
B0BLMJJ9TV,2023-07-17,37
B0BLMJJ9TV,2023-07-18,41
B0BLMJJ9TV,2023-07-19,43
B0BLMJJ9TV,2023-07-20,43
B0BLMJJ9TV,2023-07-21,32
B0BLMJJ9TV,2023-07-22,26
B0BLMJJ9TV,2023-07-23,43
B0BLMJJ9TV,2023-07-24,39
B0BLMJJ9TV,2023-07-25,37
B0BLMJJ9TV,2023-07-26,40
B0BLMJJ9TV,2023-07-27,19
B0BLMJJ9TV,2023-07-28,24
B0BLMJJ9TV,2023-07-29,27
B0BLMJJ9TV,2023-07-30,43
B0BLMJJ9TV,2023-07-31,52
B0BLMJJ9TV,2023-08-01,46
B0BLMJJ9TV,2023-08-02,51
B0BLMJJ9TV,2023-08-03,70
B0BLMJJ9TV,2023-08-04,84
B0BLMJJ9TV,2023-08-05,44
B0BLMJJ9TV,2023-08-06,55
B0BLMJJ9TV,2023-08-07,63
B0BLMJJ9TV,2023-08-08,66
B0BLMJJ9TV,2023-08-09,69
B0BLMJJ9TV,2023-08-10,88
B0BLMJJ9TV,2023-08-11,38
B0BLMJJ9TV,2023-08-12,32
B0BLMJJ9TV,2023-08-13,20
B0BLMJJ9TV,2023-08-14,23
B0BLMJJ9TV,2023-08-15,26
B0BLMJJ9TV,2023-08-16,18
B0BLMJJ9TV,2023-08-17,28
B0BLMJJ9TV,2023-08-18,30
B0BLMJJ9TV,2023-08-19,38
B0BLMJJ9TV,2023-08-20,49
B0BLMJJ9TV,2023-08-21,39
B0BLMJJ9TV,2023-08-22,47
B0BLMJJ9TV,2023-08-23,48
B0BLMJJ9TV,2023-08-24,46
B0BLMJJ9TV,2023-08-25,52
B0BLMJJ9TV,2023-08-26,48
B0BLMJJ9TV,2023-08-27,48
B0BLMJJ9TV,2023-08-28,39
B0BLMJJ9TV,2023-08-29,38
B0BLMJJ9TV,2023-08-30,26
B0BLMJJ9TV,2023-08-31,23
B0BLMJJ9TV,2023-09-01,15
B0BLMJJ9TV,2023-09-02,26
B0BLMJJ9TV,2023-09-03,27
B0BLMJJ9TV,2023-09-04,24
B0BLMJJ9TV,2023-09-05,27
B0BLMJJ9TV,2023-09-06,23
B0BLMJJ9TV,2023-09-07,38
B0BLMJJ9TV,2023-09-08,32
B0BLMJJ9TV,2023-09-09,38
B0BLMJJ9TV,2023-09-10,54
B0BLMJJ9TV,2023-09-11,45
B0BLMJJ9TV,2023-09-12,39
B0BLMJJ9TV,2023-09-13,39
B0BLMJJ9TV,2023-09-14,28
B0BLMJJ9TV,2023-09-15,28
B0BLMJJ9TV,2023-09-16,37
B0BLMJJ9TV,2023-09-17,36
B0BLMJJ9TV,2023-09-18,38
B0BLMJJ9TV,2023-09-19,32
B0BLMJJ9TV,2023-09-20,22
B0BLMJJ9TV,2023-09-21,14
B0BLMJJ9TV,2023-09-22,6
B0BLMJJ9TV,2023-09-23,6
B0BLMJJ9TV,2023-09-24,8
B0BLMJJ9TV,2023-09-25,10
B0BLMJJ9TV,2023-09-26,7
B0BLMJJ9TV,2023-09-27,5
B0BLMJJ9TV,2023-09-28,4
B0BLMJJ9TV,2023-09-29,5
B0BLMJJ9TV,2023-09-30,4
B0BLMJJ9TV,2023-10-01,8
B0BLMJJ9TV,2023-10-02,6
B0BLMJJ9TV,2023-10-03,5
B0BLMJJ9TV,2023-10-04,8
B0BLMJJ9TV,2023-10-05,13
B0BLMJJ9TV,2023-10-06,20
B0BLMJJ9TV,2023-10-07,16
B0BLMJJ9TV,2023-10-08,18
B0BLMJJ9TV,2023-10-09,19
B0BLMJJ9TV,2023-10-10,19
B0BLMJJ9TV,2023-10-11,21
B0BLMJJ9TV,2023-10-12,31
B0BLMJJ9TV,2023-10-13,22
B0BLMJJ9TV,2023-10-14,5
B0BLMJJ9TV,2023-10-15,6
B0BLMJJ9TV,2023-10-16,4
B0BLMJJ9TV,2023-10-17,5
B0BLMJJ9TV,2023-10-18,7
B0BLMJJ9TV,2023-10-19,8
B0BLMJJ9TV,2023-10-20,8
B0BLMJJ9TV,2023-10-21,9
B0BLMJJ9TV,2023-10-22,12
B0BLMJJ9TV,2023-10-23,13
B0BLMJJ9TV,2023-10-24,10
B0BLMJJ9TV,2023-10-25,7
B0BLMJJ9TV,2023-10-26,12
B0BLMJJ9TV,2023-10-27,10
B0BLMJJ9TV,2023-10-28,11
B0BLMJJ9TV,2023-10-29,16
B0BLMJJ9TV,2023-10-30,17
B0BLMJJ9TV,2023-10-31,15
B0BLMJJ9TV,2023-11-01,13
B0BLMJJ9TV,2023-11-02,18
B0BLMJJ9TV,2023-11-03,31
B0BLMJJ9TV,2023-11-04,25
B0BLMJJ9TV,2023-11-05,28
B0BLMJJ9TV,2023-11-06,29
B0BLMJJ9TV,2023-11-07,26
B0BLMJJ9TV,2023-11-08,23
B0BLMJJ9TV,2023-11-09,19
B0BLMJJ9TV,2023-11-10,15
B0BLMJJ9TV,2023-11-11,12
B0BLMJJ9TV,2023-11-12,16
B0BLMJJ9TV,2023-11-13,16
B0BLMJJ9TV,2023-11-14,16
B0BLMJJ9TV,2023-11-15,17
B0BLMJJ9TV,2023-11-16,17
B0BLMJJ9TV,2023-11-17,20
B0BLMJJ9TV,2023-11-18,14
B0BLMJJ9TV,2023-11-19,16
B0BLMJJ9TV,2023-11-20,22
B0BLMJJ9TV,2023-11-21,19
B0BLMJJ9TV,2023-11-22,15
B0BLMJJ9TV,2023-11-23,21
B0BLMJJ9TV,2023-11-24,18
B0BLMJJ9TV,2023-11-25,14
B0BLMJJ9TV,2023-11-26,20
B0BLMJJ9TV,2023-11-27,16
B0BLMJJ9TV,2023-11-28,15
B0BLMJJ9TV,2023-11-29,16
B0BLMJJ9TV,2023-11-30,15
B0BLMJJ9TV,2023-12-01,12
B0BLMJJ9TV,2023-12-02,11
B0BLMJJ9TV,2023-12-03,16
B0BLMJJ9TV,2023-12-04,20
B0BLMJJ9TV,2023-12-05,23
B0BLMJJ9TV,2023-12-06,24
B0BLMJJ9TV,2023-12-07,27
B0BLMJJ9TV,2023-12-08,24
B0BLMJJ9TV,2023-12-09,23
B0BLMJJ9TV,2023-12-10,33
B0BLMJJ9TV,2023-12-11,40
B0BLMJJ9TV,2023-12-12,46
B0BLMJJ9TV,2023-12-13,43
B0BLMJJ9TV,2023-12-14,30
B0BLMJJ9TV,2023-12-15,30
B0BLMJJ9TV,2023-12-16,24
B0BLMJJ9TV,2023-12-17,27
B0BLMJJ9TV,2023-12-18,19
B0BLMJJ9TV,2023-12-19,21
B0BLMJJ9TV,2023-12-20,20
B0BLMJJ9TV,2023-12-21,23
B0BLMJJ9TV,2023-12-22,22
B0BLMJJ9TV,2023-12-23,26
B0BLMJJ9TV,2023-12-24,32
B0BLMJJ9TV,2023-12-25,47
B0BLMJJ9TV,2023-12-26,27
B0BLMJJ9TV,2023-12-27,29
B0BLMJJ9TV,2023-12-28,35
B0BLMJJ9TV,2023-12-29,38
B0BLMJJ9TV,2023-12-30,29
B0BLMJJ9TV,2023-12-31,30
B0BLMJJ9TV,2024-01-01,24
B0BLMJJ9TV,2024-01-02,26
B0BLMJJ9TV,2024-01-03,20
B0BLMJJ9TV,2024-01-04,23
B0BLMJJ9TV,2024-01-05,31
B0BLMJJ9TV,2024-01-06,27
B0BLMJJ9TV,2024-01-07,25
B0BLMJJ9TV,2024-01-08,32
B0BLMJJ9TV,2024-01-09,24
B0BLMJJ9TV,2024-01-10,30
B0BLMJJ9TV,2024-01-11,38
B0BLMJJ9TV,2024-01-12,24
B0BLMJJ9TV,2024-01-13,30
B0BLMJJ9TV,2024-01-14,42
B0BLMJJ9TV,2024-01-15,32
B0BLMJJ9TV,2024-01-16,37
B0BLMJJ9TV,2024-01-17,23
B0BLMJJ9TV,2024-01-18,17
B0BLMJJ9TV,2024-01-19,17
B0BLMJJ9TV,2024-01-20,27
B0BLMJJ9TV,2024-01-21,26
B0BLMJJ9TV,2024-01-22,23
B0BLMJJ9TV,2024-01-23,26
B0BLMJJ9TV,2024-01-24,26
B0BLMJJ9TV,2024-01-25,13
B0BLMJJ9TV,2024-01-26,6
B0BLMJJ9TV,2024-01-27,7
B0BLMJJ9TV,2024-01-28,9
B0BLMJJ9TV,2024-01-29,9
B0BLMJJ9TV,2024-01-30,8
B0BLMJJ9TV,2024-01-31,12
B0BLMJJ9TV,2024-02-01,9
B0BLMJJ9TV,2024-02-02,8
B0BLMJJ9TV,2024-02-03,7
B0BLMJJ9TV,2024-02-04,6
B0BLMJJ9TV,2024-02-05,7
B0BLMJJ9TV,2024-02-06,8
B0BLMJJ9TV,2024-02-07,10
B0BLMJJ9TV,2024-02-08,10
B0BLMJJ9TV,2024-02-09,8
B0BLMJJ9TV,2024-02-10,7
B0BLMJJ9TV,2024-02-11,10
B0BLMJJ9TV,2024-02-12,11
B0BLMJJ9TV,2024-02-13,11
B0BLMJJ9TV,2024-02-14,9
B0BLMJJ9TV,2024-02-15,9
B0BLMJJ9TV,2024-02-16,7
B0BLMJJ9TV,2024-02-17,9
B0BLMJJ9TV,2024-02-18,12
B0BLMJJ9TV,2024-02-19,12
B0BLMJJ9TV,2024-02-20,8
B0BLMJJ9TV,2024-02-21,6
B0BLMJJ9TV,2024-02-22,7
B0BLMJJ9TV,2024-02-23,8
B0BLMJJ9TV,2024-02-24,8
B0BLMJJ9TV,2024-02-25,6
B0BLMJJ9TV,2024-02-26,6
B0BLMJJ9TV,2024-02-27,8
B0BLMJJ9TV,2024-02-28,6
B0BLMJJ9TV,2024-02-29,8
B0BLMJJ9TV,2024-03-01,8
B0BLMJJ9TV,2024-03-02,6
B0BLMJJ9TV,2024-03-03,7
B0BLMJJ9TV,2024-03-04,7
B0BLMJJ9TV,2024-03-05,8
B0BLMJJ9TV,2024-03-06,8
B0BLMJJ9TV,2024-03-07,6
B0BLMJJ9TV,2024-03-08,5
B0BLMJJ9TV,2024-03-09,6
B0BLMJJ9TV,2024-03-10,5
B0BLMJJ9TV,2024-03-11,4
B0BLMJJ9TV,2024-03-12,5
B0BLMJJ9TV,2024-03-13,3
B0BLMJJ9TV,2024-03-14,
B0BLMJJ9TV,2024-03-15,
B0BLMJJ9TV,2024-03-16,
B0BLMJJ9TV,2024-03-17,3
B0BLMJJ9TV,2024-03-18,3
B0BLMJJ9TV,2024-03-19,
B0BLMJJ9TV,2024-03-20,
B0BLMJJ9TV,2024-03-21,
B0BLMJJ9TV,2024-03-22,
B0BLMJJ9TV,2024-03-23,
B0BLMJJ9TV,2024-03-24,2
B0BLMJJ9TV,2024-03-25,3
B0BLMJJ9TV,2024-03-26,
B0BLMJJ9TV,2024-03-27,
B0BLMJJ9TV,2024-03-28,3
B0BLMJJ9TV,2024-03-29,6
B0BLMJJ9TV,2024-03-30,12
B0BLMJJ9TV,2024-03-31,22
B0BLMJJ9TV,2024-04-01,24
B0BLMJJ9TV,2024-04-02,23
B0BLMJJ9TV,2024-04-03,18
B0BLMJJ9TV,2024-04-04,15
B0BLMJJ9TV,2024-04-05,10
B0BLMJJ9TV,2024-04-06,6
B0BLMJJ9TV,2024-04-07,9
B0BLMJJ9TV,2024-04-08,7
B0BLMJJ9TV,2024-04-09,9
B0BLMJJ9TV,2024-04-10,8
B0BLMJJ9TV,2024-04-11,8
B0BLMJJ9TV,2024-04-12,7
B0BLMJJ9TV,2024-04-13,7
B0BLMJJ9TV,2024-04-14,11
B0BLMJJ9TV,2024-04-15,11
B0BLMJJ9TV,2024-04-16,12
B0BLMJJ9TV,2024-04-17,11
B0BLMJJ9TV,2024-04-18,10
B0BLMJJ9TV,2024-04-19,7
B0BLMJJ9TV,2024-04-20,4
B0BLMJJ9TV,2024-04-21,7
B0BLMJJ9TV,2024-04-22,7
B0BLMJJ9TV,2024-04-23,4
B0BLMJJ9TV,2024-04-24,
B0BLMJJ9TV,2024-04-25,
B0BLMJJ9TV,2024-04-26,
B0BLMJJ9TV,2024-04-27,4
B0BLMJJ9TV,2024-04-28,
B0BLMJJ9TV,2024-04-29,
B0BLMJJ9TV,2024-04-30,4
B0BLMJJ9TV,2024-05-01,3
B0BLMJJ9TV,2024-05-02,4
B0BLMJJ9TV,2024-05-03,5
B0BLMJJ9TV,2024-05-04,7
B0BLMJJ9TV,2024-05-05,8
B0BLMJJ9TV,2024-05-06,8
B0BLMJJ9TV,2024-05-07,8
B0BLMJJ9TV,2024-05-08,9
B0BLMJJ9TV,2024-05-09,7
B0BLMJJ9TV,2024-05-10,8
B0BLMJJ9TV,2024-05-11,10
B0BLMJJ9TV,2024-05-12,17
B0BLMJJ9TV,2024-05-13,22
B0BLMJJ9TV,2024-05-14,20
B0BLMJJ9TV,2024-05-15,25
B0BLMJJ9TV,2024-05-16,19
B0BLMJJ9TV,2024-05-17,13
B0BLMJJ9TV,2024-05-18,12
B0BLMJJ9TV,2024-05-19,17
B0BLMJJ9TV,2024-05-20,14
B0BLMJJ9TV,2024-05-21,12
B0BLMJJ9TV,2024-05-22,10
B0BLMJJ9TV,2024-05-23,
B0BLMJJ9TV,2024-05-24,
B0BLMJJ9TV,2024-05-25,
B0BLMJJ9TV,2024-05-26,11
B0BLMJJ9TV,2024-05-27,13
B0BLMJJ9TV,2024-05-28,11
B0BLMJJ9TV,2024-05-29,8
B0BLMJJ9TV,2024-05-30,8
B0BLMJJ9TV,2024-05-31,9
B0BLMJJ9TV,2024-06-01,7
B0BLMJJ9TV,2024-06-02,9
B0BLMJJ9TV,2024-06-03,7
B0BLMJJ9TV,2024-06-04,8
B0BLMJJ9TV,2024-06-05,9
B0BLMJJ9TV,2024-06-06,9
B0BLMJJ9TV,2024-06-07,10
B0BLMJJ9TV,2024-06-08,10
B0BLMJJ9TV,2024-06-09,14
B0BLMJJ9TV,2024-06-10,10
B0BLMJJ9TV,2024-06-11,12
B0BLMJJ9TV,2024-06-12,10
B0BLMJJ9TV,2024-06-13,9
B0BLMJJ9TV,2024-06-14,11
B0BLMJJ9TV,2024-06-15,10
B0BLMJJ9TV,2024-06-16,8
B0BLMJJ9TV,2024-06-17,11
B0BLMJJ9TV,2024-06-18,6
B0BLMJJ9TV,2024-06-19,4
B0BLMJJ9TV,2024-06-20,6
B0BLMJJ9TV,2024-06-21,5
B0BLMJJ9TV,2024-06-22,6
B0BLMJJ9TV,2024-06-23,5
B0BLMJJ9TV,2024-06-24,4
B0BLMJJ9TV,2024-06-25,4
B0BLMJJ9TV,2024-06-26,4
B0BLMJJ9TV,2024-06-27,6
B0BLMJJ9TV,2024-06-28,6
B0BLMJJ9TV,2024-06-29,6
B0BLMJJ9TV,2024-06-30,8
B0BLMJJ9TV,2024-07-01,13
B0BLMJJ9TV,2024-07-02,11
B0BLMJJ9TV,2024-07-03,16
