asin,week_start_date,weekly_salesrank
B07MZLN15F,2023-01-01,49
B07MZLN15F,2023-01-08,44
B07MZLN15F,2023-01-15,34
B07MZLN15F,2023-01-22,21
B07MZLN15F,2023-01-29,19
B07MZLN15F,2023-02-05,25
B07MZLN15F,2023-02-12,22
B07MZLN15F,2023-02-19,27
B07MZLN15F,2023-02-26,20
B07MZLN15F,2023-03-05,25
B07MZLN15F,2023-03-12,24
B07MZLN15F,2023-03-19,22
B07MZLN15F,2023-03-26,11
B07MZLN15F,2023-04-02,17
B07MZLN15F,2023-04-09,23
B07MZLN15F,2023-04-16,27
B07MZLN15F,2023-04-23,28
B07MZLN15F,2023-04-30,22
B07MZLN15F,2023-05-07,31
B07MZLN15F,2023-05-14,66
B07MZLN15F,2023-05-21,39
B07MZLN15F,2023-05-28,20
B07MZLN15F,2023-06-04,21
B07MZLN15F,2023-06-11,44
B07MZLN15F,2023-06-18,56
B07MZLN15F,2023-06-25,32
B07MZLN15F,2023-07-02,31
B07MZLN15F,2023-07-09,50
B07MZLN15F,2023-07-16,45
B07MZLN15F,2023-07-23,38
B07MZLN15F,2023-07-30,41
B07MZLN15F,2023-08-06,38
B07MZLN15F,2023-08-13,34
B07MZLN15F,2023-08-20,35
B07MZLN15F,2023-08-27,36
B07MZLN15F,2023-09-03,40
B07MZLN15F,2023-09-10,26
B07MZLN15F,2023-09-17,35
B07MZLN15F,2023-09-24,51
B07MZLN15F,2023-10-01,62
B07MZLN15F,2023-10-08,45
B07MZLN15F,2023-10-15,36
B07MZLN15F,2023-10-22,21
B07MZLN15F,2023-10-29,28
B07MZLN15F,2023-11-05,76
B07MZLN15F,2023-11-12,117
B07MZLN15F,2023-11-19,39
B07MZLN15F,2023-11-26,33
B07MZLN15F,2023-12-03,26
B07MZLN15F,2023-12-10,27
B07MZLN15F,2023-12-17,31
B07MZLN15F,2023-12-24,30
B07MZLN15F,2023-12-31,42
B07MZLN15F,2024-01-07,27
B07MZLN15F,2024-01-14,14
B07MZLN15F,2024-01-21,17
B07MZLN15F,2024-01-28,19
B07MZLN15F,2024-02-04,16
B07MZLN15F,2024-02-11,17
B07MZLN15F,2024-02-18,19
B07MZLN15F,2024-02-25,20
B07MZLN15F,2024-03-03,105
B07MZLN15F,2024-03-10,148
B07MZLN15F,2024-03-17,27
B07MZLN15F,2024-03-24,22
B07MZLN15F,2024-03-31,21
B07MZLN15F,2024-04-07,27
B07MZLN15F,2024-04-14,26
B07MZLN15F,2024-04-21,33
B07MZLN15F,2024-04-28,34
B07MZLN15F,2024-05-05,41
B07MZLN15F,2024-05-12,36
B07MZLN15F,2024-05-19,52
B07MZLN15F,2024-05-26,23
B07MZLN15F,2024-06-02,29
B07MZLN15F,2024-06-09,36
B07MZLN15F,2024-06-16,29
