asin,date,daily_salesrank
B07MZLN15F,2023-01-01,49
B07MZLN15F,2023-01-02,79
B07MZLN15F,2023-01-03,81
B07MZLN15F,2023-01-04,69
B07MZLN15F,2023-01-05,62
B07MZLN15F,2023-01-06,72
B07MZLN15F,2023-01-07,83
B07MZLN15F,2023-01-08,96
B07MZLN15F,2023-01-09,90
B07MZLN15F,2023-01-10,121
B07MZLN15F,2023-01-11,110
B07MZLN15F,2023-01-12,114
B07MZLN15F,2023-01-13,44
B07MZLN15F,2023-01-14,67
B07MZLN15F,2023-01-15,81
B07MZLN15F,2023-01-16,92
B07MZLN15F,2023-01-17,99
B07MZLN15F,2023-01-18,76
B07MZLN15F,2023-01-19,71
B07MZLN15F,2023-01-20,34
B07MZLN15F,2023-01-21,35
B07MZLN15F,2023-01-22,58
B07MZLN15F,2023-01-23,35
B07MZLN15F,2023-01-24,26
B07MZLN15F,2023-01-25,30
B07MZLN15F,2023-01-26,33
B07MZLN15F,2023-01-27,25
B07MZLN15F,2023-01-28,21
B07MZLN15F,2023-01-29,21
B07MZLN15F,2023-01-30,26
B07MZLN15F,2023-01-31,23
B07MZLN15F,2023-02-01,19
B07MZLN15F,2023-02-02,29
B07MZLN15F,2023-02-03,22
B07MZLN15F,2023-02-04,26
B07MZLN15F,2023-02-05,29
B07MZLN15F,2023-02-06,37
B07MZLN15F,2023-02-07,34
B07MZLN15F,2023-02-08,39
B07MZLN15F,2023-02-09,43
B07MZLN15F,2023-02-10,28
B07MZLN15F,2023-02-11,25
B07MZLN15F,2023-02-12,43
B07MZLN15F,2023-02-13,28
B07MZLN15F,2023-02-14,25
B07MZLN15F,2023-02-15,32
B07MZLN15F,2023-02-16,32
B07MZLN15F,2023-02-17,22
B07MZLN15F,2023-02-18,33
B07MZLN15F,2023-02-19,33
B07MZLN15F,2023-02-20,39
B07MZLN15F,2023-02-21,43
B07MZLN15F,2023-02-22,33
B07MZLN15F,2023-02-23,31
B07MZLN15F,2023-02-24,29
B07MZLN15F,2023-02-25,27
B07MZLN15F,2023-02-26,20
B07MZLN15F,2023-02-27,34
B07MZLN15F,2023-02-28,28
B07MZLN15F,2023-03-01,30
B07MZLN15F,2023-03-02,26
B07MZLN15F,2023-03-03,24
B07MZLN15F,2023-03-04,27
B07MZLN15F,2023-03-05,27
