asin,week_start_date,weekly_salesrank,解像度,サイズ,価格,ズーム性能,カテゴリ
B07FBJ9WNB,2024/12/8,6524,17,19,25,26,88
B07FBJ9WNB,2024/12/15,13486,16,18,24,28,85
B07FBJ9WNB,2024/12/22,11202,15,15,21,26,76
B07FBJ9WNB,2024/12/29,11253,16,18,23,21,85
B07FBJ9WNB,2025/1/5,9501,16,20,24,26,79
B07FBJ9WNB,2025/1/12,10717,15,19,23,28,83
B07FBJ9WNB,2025/1/19,9834,15,18,22,27,81
B07FBJ9WNB,2025/1/26,13663,15,18,21,26,82
B07FBJ9WNB,2025/2/2,2772,15,17,24,26,83
B07FBJ9WNB,2025/2/9,7598,16,19,25,27,81
B07FBJ9WNB,2025/2/16,962,15,21,26,30,87
B07FBJ9WNB,2025/2/23,2608,16,22,26,27,91
B07FBJ9WNB,2025/3/2,789,17,18,25,28,89
B07FBJ9WNB,2025/3/9,2651,16,19,23,26,89
B07FBJ9WNB,2025/3/16,10155,18,21,27,29,89
B07FBJ9WNB,2025/3/23,12006,16,20,26,27,86
B07FBJ9WNB,2025/3/30,13794,15,19,25,25,84
B07FBJ9WNB,2025/4/6,17545,16,21,22,28,87
B07FBJ9WNB,2025/4/13,13613,18,17,24,26,83
B07FBJ9WNB,2025/4/20,12722,15,16,23,24,83
B07FBJ9WNB,2025/4/27,11831,17,22,25,23,90
B07FBJ9WNB,2025/5/4,23550,16,21,23,25,91
B07FBJ9WNB,2025/5/11,36297,17,20,25,27,86
B07FBJ9WNB,2025/5/18,30191,17,18,24,25,85
B07FBJ9WNB,2025/5/25,32691,18,18,24,24,89
B07FBJ9WNB,2025/6/1,32309,15,18,22,26,81
B07FBJ9WNB,2025/6/8,20338,16,17,22,26,79
B07FBJ9WNB,2025/6/15,24078,15,16,20,26,76
B07FBJ9WNB,2025/6/22,18061,15,16,22,24,72
B07FBJ9WNB,2025/6/29,29192,16,15,20,24,74
B07FBJ9WNB,2025/7/6,32198,15,16,22,24,73
B07FBJ9WNB,2025/7/13,20562,16,16,21,24,72
B07FBJ9WNB,2025/7/20,18691,15,15,22,24,76
B07FBJ9WNB,2025/7/27,25288,14,14,20,24,71
B07FBJ9WNB,2025/8/3,45318,16,15,20,23,79
B07FBJ9WNB,2025/8/10,29742,17,15,21,22,76
B07FBJ9WNB,2025/8/17,24812,17,17,24,24,85
B07FBJ9WNB,2025/8/24,21033,17,17,21,24,83
B07FBJ9WNB,2025/8/31,21062,17,18,21,24,84
B07FBJ9WNB,2025/9/7,39047,17,29,29,30,85
B07FBJ9WNB,2025/9/14,8828,16,27,27,26,81
B07FBJ9WNB,2025/9/21,10081,16,22,24,25,81
B07FBJ9WNB,2025/9/28,11963,16,22,24,27,83
B07FBJ9WNB,2025/10/5,15049,16,23,23,27,82
B07FBJ9WNB,2025/10/12,14315,16,21,22,24,86
B07FBJ9WNB,2025/10/19,12790,15,21,24,25,77
B07FBJ9WNB,2025/10/26,11141,15,18,22,25,75
B07FBJ9WNB,2025/11/2,10634,14,20,22,26,77
B07FBJ9WNB,2025/11/9,10261,14,19,23,25,75
B07FBJ9WNB,2025/11/16,11007,15,18,23,26,76
B07FBJ9WNB,2025/11/23,11922,16,21,24,25,83
B07FBJ9WNB,2025/11/30,13878,16,17,23,26,79
B07FBJ9WNB,2025/12/7,11636,17,17,23,24,83
B07FBJ9WNB,2025/12/14,14548,16,16,23,25,81
B07FBJ9WNB,2025/12/21,9591,14,15,21,22,84
B07FBJ9WNB,2025/12/28,9337,15,18,23,21,81
